A0AQW4	TCP12_ARATH	AT1G68800
Q9M246	TIF3A_ARATH	AT3G43440
Q9M264	Q9M264_ARATH	AT3G62010
Q9M268	NGA2_ARATH	AT3G61970
Q9M272	Q9M272_ARATH	AT3G61930
Q9M273	Q9M273_ARATH	AT3G61920
Q9M276	ATB12_ARATH	AT3G61890
Q9M277	Q9M277_ARATH	AT3G61870
Q9M291	SC24C_ARATH	AT3G44340
Q9M297	CLSY1_ARATH	AT3G42670
Q9M2A0	PMA8_ARATH	AT3G42640
Q9M2A1	PP263_ARATH	AT3G42630
Q9M2B3	BIG1C_ARATH	AT3G42800
Q9M2B4	ALFL3_ARATH	AT3G42790
Q9M2B9	Q9M2B9_ARATH	AT3G43670
Q9M2C6	Q9M2C6_ARATH	AT3G61380
Q9M2C9	SKIP4_ARATH	AT3G61350
Q9M2D0	FB214_ARATH	AT3G61340
Q9M2D2	YU88_ARATH	AT3G61320
Q9M2D4	Q9M2D4_ARATH	AT3G61300
Q9M2D8	Y3126_ARATH	AT3G61260
Q9M2D9	Q9M2D9_ARATH	AT3G61250
Q9M2E2	SDR1_ARATH	AT3G61220
Q9M2E8	HDG1_ARATH	AT3G61150
Q9M2F1	RS272_ARATH	AT3G61110
Q9M2F9	RH52_ARATH	AT3G58570
Q9M2H8	MCC27_ARATH	AT3G58380
Q9M2J7	LBD29_ARATH	AT3G58190
Q9M2J9	BET11_ARATH	AT3G58170
Q9M2K4	BZP61_ARATH	AT3G58120
Q9M2K5	Q9M2K5_ARATH	AT3G58110
Q9M2K7	Q9M2K7_ARATH	AT3G57400
Q9M2K8	AGL18_ARATH	AT3G57390
Q9M2M4	Q9M2M4_ARATH	AT3G57230
Q9M2M5	Q9M2M5_ARATH	AT3G57220
Q9M2N5	DSLE_ARATH	AT3G42170
Q9M2P3	Q9M2P3_ARATH	AT3G58050
Q9M2P4	SINA2_ARATH	AT3G58040
Q9M2P8	VQ25_ARATH	AT3G58000
Q9M2Q4	NT102_ARATH	AT3G57940
Q9M2R0	Q9M2R0_ARATH	AT3G57880
Q9M2R1	GIG1_ARATH	AT3G57860
Q9M2S7	FK201_ARATH	AT3G55520
Q9M2T1	AP3BA_ARATH	AT3G55480
Q9M2T6	Q9M2T6_ARATH	AT3G55430
Q9M2U1	DOF36_ARATH	AT3G55370
Q9M2U2	TECR_ARATH	AT3G55360
Q9M2U4	SRS6_ARATH	AT3G54430
Q9M2U8	Q9M2U8_ARATH	AT3G54390
Q9M2V1	Q9M2V1_ARATH	AT3G54360
Q9M2V7	AB16G_ARATH	AT3G55090
Q9M2V9	Q9M2V9_ARATH	AT3G55070
Q9M2W3	PGPS2_ARATH	AT3G55030
Q9M2X3	TRB3_ARATH	AT3G49850
Q9M2X5	Q9M2X5_ARATH	AT3G49830
Q9M2X9	Q9M2X9_ARATH	AT3G49790
Q9M2Y9	RAX3_ARATH	AT3G49690
Q9M2Z1	BAME2_ARATH	AT3G49670
Q9M2Z2	WDR5A_ARATH	AT3G49660
Q9M2Z4	MSBP2_ARATH	AT3G48890
Q9M2Z5	FBL53_ARATH	AT3G48880
Q9M300	Q9M300_ARATH	AT3G48830
Q9M310	FBK77_ARATH	AT3G61590
Q9M315	PANB2_ARATH	AT3G61530
Q9M324	Q9M324_ARATH	AT3G54030
Q9M325	IPCS1_ARATH	AT3G54020
Q9M328	Q9M328_ARATH	AT3G53990
Q9M329	Q9M329_ARATH	AT3G53980
Q9M336	UPP_ARATH	AT3G53900
Q9M337	RS211_ARATH	AT3G53890
Q9M338	AKRCB_ARATH	AT3G53880
Q9M339	RS32_ARATH	AT3G53870
Q9M345	LRK42_ARATH	AT3G53810
Q9M347	TRP6_ARATH	AT3G53790
Q9M350	GACP4_ARATH	AT3G53760
Q9M352	RL362_ARATH	AT3G53740
Q9M353	CHX20_ARATH	AT3G53720
Q9M356	Q9M356_ARATH	AT3G61820
Q9M363	B561I_ARATH	AT3G61750
Q9M364	ATX3_ARATH	AT3G61740
Q9M367	BECN1_ARATH	AT3G61710
Q9M374	CRF6_ARATH	AT3G61630
Q9M376	VA727_ARATH	AT3G54300
Q9M384	SCR_ARATH	AT3G54220
Q9M385	RK17_ARATH	AT3G54210
Q9M386	Q9M386_ARATH	AT3G54200
Q9M390	PTR1_ARATH	AT3G54140
Q9M391	ATX3H_ARATH	AT3G54130
Q9M392	RTNLL_ARATH	AT3G54120
Q9M394	SCKL1_ARATH	AT3G54090
Q9M3A3	ABIL2_ARATH	AT3G49290
Q9M3A8	PP273_ARATH	AT3G49240
Q9M3B3	Q9M3B3_ARATH	AT3G49190
Q9M3B4	RID3_ARATH	AT3G49180
Q9M3B6	PKP4_ARATH	AT3G49160
Q9M3B8	Q9M3B8_ARATH	AT3G55340
Q9M3C3	R23A2_ARATH	AT3G55280
Q9M3C7	Q9M3C7_ARATH	AT3G55240
Q9M3D0	Q9M3D0_ARATH	AT3G55190
Q9M3D6	AB19G_ARATH	AT3G55130
Q9M3G7	ATM_ARATH	AT3G48190
Q9M439	BCAT2_ARATH	AT1G10070
Q9M4B5	PFD4_ARATH	AT1G08780
Q9M548	DRM2_ARATH	AT5G14620
Q9M565	TAF11_ARATH	AT4G20280
Q9M591	CRD1_ARATH	AT3G56940
Q9M5A9	GPT1_ARATH	AT5G54800
Q9M5K3	DLDH1_ARATH	AT1G48030
Q9M5P2	SCAM3_ARATH	AT1G61250
Q9M622	RMR1_ARATH	AT5G66160
Q9M643	CCI1_ARATH	AT5G50375
Q9M647	IAR1_ARATH	AT1G68100
Q9M651	RAGP2_ARATH	AT5G19320
Q9M658	MOM1_ARATH	AT1G08060
Q9M682	GMK2_ARATH	AT3G57550
Q9M6N7	AMT2_ARATH	AT2G38290
Q9M6R5	Q9M6R5_ARATH	AT1G67370
Q9M7I9	STEP1_ARATH	AT4G34190
Q9M7Q2	AI5L7_ARATH	AT3G19290
Q9M7Q3	AI5L6_ARATH	AT4G34000
Q9M7Q4	AI5L5_ARATH	AT1G45249
Q9M7Q5	AI5L4_ARATH	AT1G49720
Q9M7Q7	PCNA1_ARATH	AT1G07370
Q9M7T0	PRX2F_ARATH	AT3G06050
Q9M7X7	RL291_ARATH	AT3G06700
Q9M7X9	CITRX_ARATH	AT3G06730
Q9M810	Q9M810_ARATH	AT1G52240
Q9M811	ROGFB_ARATH	AT1G52240
Q9M812	CUT1C_ARATH	AT1G52220
Q9M817	PTR6_ARATH	AT1G52190
Q9M840	Q9M840_ARATH	AT3G04470
Q9M841	PEX12_ARATH	AT3G04460
Q9M884	MPI1_ARATH	AT3G02570
Q9M885	RS72_ARATH	AT3G02560
Q9M886	LBD41_ARATH	AT3G02550
Q9M888	TCPZA_ARATH	AT3G02530
Q9M892	Q9M892_ARATH	AT3G02480
Q9M898	Q9M898_ARATH	AT3G02420
Q9M8J2	GATL4_ARATH	AT3G06260
Q9M8J9	BPM2_ARATH	AT3G06190
Q9M8K6	MUTE_ARATH	AT3G06120
Q9M8K7	DUS1B_ARATH	AT3G06110
Q9M8L2	FBK30_ARATH	AT1G80440
Q9M8L3	VQ11_ARATH	AT1G80450
Q9M8L4	GLPK_ARATH	AT1G80460
Q9M8L6	Q9M8L6_ARATH	AT1G80480
Q9M8L9	Q9M8L9_ARATH	AT1G80510
Q9M8M5	ERF84_ARATH	AT1G80580
Q9M8N2	RTL1_ARATH	AT1G80650
Q9M8R7	P2C33_ARATH	AT3G02750
Q9M8S2	LIPG2_ARATH	AT3G02810
Q9M8S6	SKOR_ARATH	AT3G02850
Q9M8T0	Y3288_ARATH	AT3G02880
Q9M8T3	Y2910_ARATH	AT3G02910
Q9M8T6	THO7B_ARATH	AT3G02950
Q9M8U1	CML18_ARATH	AT3G03000
Q9M8U4	FBL41_ARATH	AT3G03030
Q9M8W7	GLR11_ARATH	AT3G04110
Q9M8X9	RS162_ARATH	AT3G04230
Q9M8Y0	SEC_ARATH	AT3G04240
Q9M8Y1	Q9M8Y1_ARATH	AT3G04250
Q9M8Y2	Q9M8Y2_ARATH	AT3G04260
Q9M8Y4	ARR22_ARATH	AT3G04280
Q9M8Z7	U80A2_ARATH	AT3G07020
Q9M8Z8	PLY8_ARATH	AT3G07010
Q9M9A1	Q9M9A1_ARATH	AT1G48990
Q9M9A5	PCR6_ARATH	AT1G49030
Q9M9B4	NDBAA_ARATH	AT1G49140
Q9M9C3	Q9M9C3_ARATH	AT1G68380
Q9M9C4	Q9M9C4_ARATH	AT1G68390
Q9M9C5	Y1680_ARATH	AT1G68400
Q9M9C6	P2C15_ARATH	AT1G68410
Q9M9D5	Q9M9D5_ARATH	AT1G15610
Q9M9E9	SRK2C_ARATH	AT1G78290
Q9M9F0	VQ9_ARATH	AT1G78310
Q9M9F9	ICR4_ARATH	AT1G78430
Q9M9G6	CTF64_ARATH	AT1G71800
Q9M9H6	CK1_ARATH	AT1G71697
Q9M9K1	PMG2_ARATH	AT3G08590
Q9M9L0	APC11_ARATH	AT3G05870
Q9M9L1	Q9M9L1_ARATH	AT3G05860
Q9M9L6	BH150_ARATH	AT3G05800
Q9M9M4	CSLD3_ARATH	AT3G03050
Q9M9M6	NDUS6_ARATH	AT3G03070
Q9M9M9	NDUAC_ARATH	AT3G03100
Q9M9N9	Q9M9N9_ARATH	AT3G03210
Q9M9P3	UGPA2_ARATH	AT3G03250
Q9M9P5	Q9M9P5_ARATH	AT3G03270
Q9M9R3	Q9M9R3_ARATH	AT1G14500
Q9M9R9	NDB3B_ARATH	AT1G14450
Q9M9S0	ZHD4_ARATH	AT1G14440
Q9M9S4	Y1143_ARATH	AT1G14390
Q9M9S6	UTR3_ARATH	AT1G14360
Q9M9S9	Q9M9S9_ARATH	AT1G14330
Q9M9T2	Q9M9T2_ARATH	AT1G14300
Q9M9T4	PKS2_ARATH	AT1G14280
Q9M9U0	XXT4_ARATH	AT1G18690
Q9M9U3	Q9M9U3_ARATH	AT1G18720
Q9M9V7	PTR8_ARATH	AT1G18880
Q9M9V8	CDPKA_ARATH	AT1G18890
Q9M9W1	RL222_ARATH	AT3G05560
Q9M9W3	PP19_ARATH	AT3G05580
Q9M9W9	P2C34_ARATH	AT3G05640
Q9M9X2	Q9M9X2_ARATH	AT3G05670
Q9M9X3	Q9M9X3_ARATH	AT3G05680
Q9M9X4	NFYA2_ARATH	AT3G05690
Q9M9Y4	DRIP1_ARATH	AT1G06770
Q9M9Y6	Q9M9Y6_ARATH	AT1G06790
Q9M9Y8	CRTSO_ARATH	AT1G06820
Q9M9Y9	GRS11_ARATH	AT1G06830
Q9MA24	Q9MA24_ARATH	AT1G14590
Q9MA40	Q9MA40_ARATH	AT1G05860
Q9MA50	PPR13_ARATH	AT1G05750
Q9MA55	ACBP4_ARATH	AT3G05420
Q9MA56	Q9MA56_ARATH	AT3G05430
Q9MA63	Y3550_ARATH	AT3G05500
Q9MA75	VIP1_ARATH	AT1G43700
Q9MA79	F16P2_ARATH	AT1G43670
Q9MA83	RLP30_ARATH	AT3G05360
Q9MA92	FPP3_ARATH	AT3G05270
Q9MA95	PP214_ARATH	AT3G05240
Q9MA98	ERCC1_ARATH	AT3G05210
Q9MAA6	Q9MAA6_ARATH	AT3G05130
Q9MAA7	GID1A_ARATH	AT3G05120
Q9MAA9	Q9MAA9_ARATH	AT3G05100
Q9MAB2	Q9MAB2_ARATH	AT3G05070
Q9MAB3	NOP5B_ARATH	AT3G05060
Q9MAB9	MUB1_ARATH	AT3G01050
Q9MAC4	Q9MAC4_ARATH	AT3G01130
Q9MAC8	SSY2_ARATH	AT3G01180
Q9MAH0	CAPP1_ARATH	AT1G53310
Q9MAH4	AB10G_ARATH	AT1G53270
Q9MAH8	TCP3_ARATH	AT1G53230
Q9MAI5	ERF79_ARATH	AT1G53170
Q9MAK9	PS10B_ARATH	AT1G45000
Q9MAL1	Q9MAL1_ARATH	AT1G44960
Q9MAL9	GIF2_ARATH	AT1G01160
Q9MAM1	CIPK9_ARATH	AT1G01140
Q9MAM3	KCS1_ARATH	AT1G01120
Q9MAP3	RK11_ARATH	AT1G32990
Q9MAQ0	SSG1_ARATH	AT1G32900
Q9MAS5	VA726_ARATH	AT1G04760
Q9MAT0	PSD1B_ARATH	AT1G04810
Q9MAT3	Q9MAT3_ARATH	AT1G04850
Q9MAT5	ANM10_ARATH	AT1G04870
Q9MAT6	HMG15_ARATH	AT1G04880
Q9MAU1	Q9MAU1_ARATH	AT1G04930
Q9MAU3	TAF6_ARATH	AT1G04950
Q9MAU4	Q9MAU4_ARATH	AT1G04960
Q9MAU5	Y1049_ARATH	AT1G04970
Q9MAX3	SUT12_ARATH	AT1G78000
Q9MBA1	CAO_ARATH	AT1G44446
Q9MBA2	MIND1_ARATH	AT5G24020
Q9MBA3	RAD17_ARATH	AT5G66130
Q9MBG5	CML30_ARATH	AT3G29000
Q9S6Z7	CYSD1_ARATH	AT3G04940
Q9S6Z8	KCO5_ARATH	AT4G01840
Q9S701	Q9S701_ARATH	AT1G10790
Q9S709	U2AFA_ARATH	AT1G27650
Q9S713	STT7_ARATH	AT1G68830
Q9S714	PSAE2_ARATH	AT2G20260
Q9S726	RPI3_ARATH	AT3G04790
Q9S735	PHT19_ARATH	AT1G76430
Q9S736	OBE1_ARATH	AT3G07780
Q9S744	CML9_ARATH	AT3G51920
Q9S745	PAD4_ARATH	AT3G52430
Q9S750	KITHA_ARATH	AT3G07800
Q9S752	LOFG2_ARATH	AT3G09770
Q9S756	FRI4_ARATH	AT2G40300
Q9S757	CYSC1_ARATH	AT3G61440
Q9S758	SPL5_ARATH	AT3G15270
Q9S760	HA22D_ARATH	AT4G24960
Q9S764	CAR6_ARATH	AT1G70800
Q9S773	Q9S773_ARATH	AT4G26930
Q9S775	PKL_ARATH	AT2G25170
Q9S791	Q9S791_ARATH	AT1G70770
Q9S7A3	MOC2A_ARATH	AT4G10100
Q9S7A6	Q9S7A6_ARATH	AT3G07310
Q9S7A9	SPL4_ARATH	AT1G53160
Q9S7B5	THRC1_ARATH	AT4G29840
Q9S7C0	HSP7O_ARATH	AT1G79930
Q9S7C9	AHL27_ARATH	AT1G20900
Q9S7D2	Q9S7D2_ARATH	AT3G07670
Q9S7D8	APS4_ARATH	AT5G43780
Q9S7E4	FDH_ARATH	AT5G14780
Q9S7E9	GGT2_ARATH	AT1G70580
Q9S7G2	GATL2_ARATH	AT3G50760
Q9S7H1	PSAD1_ARATH	AT4G02770
Q9S7H3	CD203_ARATH	AT5G27080
Q9S7H5	SCL21_ARATH	AT2G04890
Q9S7I3	NLTP2_ARATH	AT2G38530
Q9S7I6	RPK2_ARATH	AT3G02130
Q9S7I8	CDC22_ARATH	AT4G33260
Q9S7J7	Q9S7J7_ARATH	AT2G05070
Q9S7J8	HMA7_ARATH	AT5G44790
Q9S7L2	MYB98_ARATH	AT4G18770
Q9S7L5	ERF18_ARATH	AT1G74930
Q9S7L6	Q9S7L6_ARATH	AT2G05230
Q9S7L9	CX6B1_ARATH	AT1G22450
Q9S7M0	CB3_ARATH	AT5G54270
Q9S7M2	TI10B_ARATH	AT1G74950
Q9S7M9	P24B2_ARATH	AT3G07680
Q9S7N6	Q9S7N6_ARATH	AT1G74840
Q9S7N7	PSAG_ARATH	AT1G55670
Q9S7N9	CID12_ARATH	AT4G10610
Q9S7P9	SNP33_ARATH	AT5G61210
Q9S7Q7	FLC_ARATH	AT5G10140
Q9S7R5	TSF_ARATH	AT4G20370
Q9S7T5	OFP14_ARATH	AT1G79960
Q9S7T8	SPZX_ARATH	AT1G47710
Q9S7U3	Q9S7U3_ARATH	AT4G12510
Q9S7U5	HSFA8_ARATH	AT1G67970
Q9S7U7	Q9S7U7_ARATH	AT3G01690
Q9S7U9	M2K2_ARATH	AT4G29810
Q9S7V4	HA22A_ARATH	AT1G74520
Q9S7V6	Q9S7V6_ARATH	AT3G07790
Q9S7W1	CB4C_ARATH	AT2G40100
Q9S7W5	TCP13_ARATH	AT3G02150
Q9S7Y1	BH030_ARATH	AT1G68810
Q9S7Y5	Q9S7Y5_ARATH	AT3G07760
Q9S7Y7	XYL1_ARATH	AT1G68560
Q9S7Z2	AFP4_ARATH	AT3G02140
Q9S7Z3	PCS1_ARATH	AT5G44070
Q9S7Z8	PIN3_ARATH	AT1G70940
Q9S812	Q9S812_ARATH	AT1G70780
Q9S814	EIN2_ARATH	AT5G03280
Q9S818	FL3H_ARATH	AT3G51240
Q9S823	LNG2_ARATH	AT3G02170
Q9S829	NDHO_ARATH	AT1G74880
Q9S831	PSAE1_ARATH	AT4G28750
Q9S834	CLPP5_ARATH	AT1G02560
Q9S836	LAX2_ARATH	AT2G21050
Q9S841	PSBO2_ARATH	AT3G50820
Q9S850	SUOX_ARATH	AT3G01910
Q9S851	NAC31_ARATH	AT1G76420
Q9S972	SD16_ARATH	AT1G65800
Q9S9J0	Q9S9J0_ARATH	AT1G65090
Q9S9J5	Q9S9J5_ARATH	AT1G65150
Q9S9K9	MYB3_ARATH	AT1G22640
Q9S9L9	Q9S9L9_ARATH	AT1G16180
Q9S9M0	Q9S9M0_ARATH	AT1G16170
Q9S9M2	WAKLD_ARATH	AT1G16150
Q9S9N1	HSP7E_ARATH	AT1G16030
Q9S9N4	MRS21_ARATH	AT1G16010
Q9S9P1	RS121_ARATH	AT1G15930
Q9S9P2	CAF1B_ARATH	AT1G15920
Q9S9P3	FDM1_ARATH	AT1G15910
Q9S9P6	U78D1_ARATH	AT1G30530
Q9S9Q9	Y1044_ARATH	AT1G30440
Q9S9T7	VP282_ARATH	AT4G05000
Q9S9U2	Q9S9U2_ARATH	AT5G27090
Q9S9U3	Q9S9U3_ARATH	AT5G27060
Q9S9U6	1A111_ARATH	AT4G08040
Q9S9X4	FBL8_ARATH	AT4G07400
Q9S9Z7	P2C10_ARATH	AT1G34750
Q9S9Z8	14311_ARATH	AT1G34760
Q9SA00	APRL4_ARATH	AT1G34780
Q9SA02	FB26_ARATH	AT1G31080
Q9SA05	POT10_ARATH	AT1G31120
Q9SA06	Q9SA06_ARATH	AT1G31130
Q9SA07	Q9SA07_ARATH	AT1G31140
Q9SA18	AKH1_ARATH	AT1G31230
Q9SA19	Q9SA19_ARATH	AT1G31240
Q9SA23	SYP51_ARATH	AT1G16240
Q9SA25	WAKLG_ARATH	AT1G16260
Q9SA32	CCB31_ARATH	AT1G16330
Q9SA34	IMDH2_ARATH	AT1G16350
Q9SA37	CHX1_ARATH	AT1G16380
Q9SA41	MCA8_ARATH	AT1G16420
Q9SA42	MD22A_ARATH	AT1G16430
Q9SA48	Q9SA48_ARATH	AT1G16500
Q9SA50	Q9SA50_ARATH	AT1G16520
Q9SA51	LBD3_ARATH	AT1G16530
Q9SA52	CP41B_ARATH	AT1G09340
Q9SA55	Q9SA55_ARATH	AT1G03140
Q9SA56	PSAD2_ARATH	AT1G03130
Q9SA63	Q9SA63_ARATH	AT1G03070
Q9SA68	GRXS1_ARATH	AT1G03020
Q9SA73	OLA1_ARATH	AT1G30580
Q9SA74	Q9SA74_ARATH	AT1G30590
Q9SA77	ARAE1_ARATH	AT1G30620
Q9SA78	COPE1_ARATH	AT1G30630
Q9SA88	Q9SA88_ARATH	AT1G30730
Q9SA94	FB5_ARATH	AT1G11810
Q9SA95	Q9SA95_ARATH	AT1G11800
Q9SA96	AROD1_ARATH	AT1G11790
Q9SAA2	CLPP6_ARATH	AT1G11750
Q9SAA4	B3GT1_ARATH	AT1G11730
Q9SAA9	CP511_ARATH	AT1G11680
Q9SAB3	RB45B_ARATH	AT1G11650
Q9SAC4	FB2_ARATH	AT1G10780
Q9SAC6	GWD1_ARATH	AT1G10760
Q9SAC8	Q9SAC8_ARATH	AT1G10740
Q9SAC9	AP1M1_ARATH	AT1G10730
Q9SAD3	Q9SAD3_ARATH	AT1G10690
Q9SAD4	ESR1_ARATH	AT1G12980
Q9SAD7	IF4B2_ARATH	AT1G13020
Q9SAE4	C71BT_ARATH	AT1G13100
Q9SAF1	ARP3_ARATH	AT1G13180
Q9SAF3	Q9SAF3_ARATH	AT1G13195
Q9SAG7	Q9SAG7_ARATH	AT1G80930
Q9SAG9	Q9SAG9_ARATH	AT1G80910
Q9SAH0	MRS2A_ARATH	AT1G80900
Q9SAH1	Q9SAH1_ARATH	AT1G80890
Q9SAH7	WRK40_ARATH	AT1G80840
Q9SAH8	NRAM1_ARATH	AT1G80830
Q9SAI2	CAF1F_ARATH	AT1G80780
Q9SAI4	NIP61_ARATH	AT1G80760
Q9SAI6	Q9SAI6_ARATH	AT1G80720
Q9SAI8	Q9SAI8_ARATH	AT1G80700
Q9SAJ2	Q9SAJ2_ARATH	AT1G79570
Q9SAJ3	FTSHC_ARATH	AT1G79560
Q9SAJ4	Q9SAJ4_ARATH	AT1G79550
Q9SAJ6	G3PP1_ARATH	AT1G79530
Q9SAJ8	Q9SAJ8_ARATH	AT1G79510
Q9SAK5	APL_ARATH	AT1G79430
Q9SAK9	Q9SAK9_ARATH	AT1G79390
Q9SAR0	1A16_ARATH	AT4G11280
Q9SAR5	AKR2A_ARATH	AT4G35450
Q9SAU2	Q9SAU2_ARATH	AT5G61410
Q9SAV0	JAL7_ARATH	AT1G52040
Q9SAV1	JAL6_ARATH	AT1G52030
Q9SAZ5	AHP3_ARATH	AT5G39340
Q9SB04	ARR5_ARATH	AT3G48100
Q9SB31	AHL3_ARATH	AT4G25320
Q9SB42	MDA1_ARATH	AT4G25210
Q9SB47	Q9SB47_ARATH	AT4G24500
Q9SB48	NCPR1_ARATH	AT4G24520
Q9SB51	UBP16_ARATH	AT4G24560
Q9SB61	ZHD2_ARATH	AT4G24660
Q9SB63	MOS1_ARATH	AT4G24680
Q9SB64	NBR1_ARATH	AT4G24690
Q9SB65	Q9SB65_ARATH	AT4G24700
Q9SB68	ADPRM_ARATH	AT4G24730
Q9SB74	Q9SB74_ARATH	AT4G31570
Q9SB75	CSLC5_ARATH	AT4G31590
Q9SB81	PER42_ARATH	AT4G21960
Q9SB92	WUS_ARATH	AT2G17950
Q9SBA7	STP8_ARATH	AT5G26250
Q9SBF3	Q9SBF3_ARATH	AT5G10280
Q9SBJ6	RAC6_ARATH	AT4G35950
Q9SCK0	AT13A_ARATH	AT3G49590
Q9SCK1	Q9SCK1_ARATH	AT3G49580
Q9SCK2	Q9SCK2_ARATH	AT3G49570
Q9SCK6	NAC62_ARATH	AT3G49530
Q9SCK7	FB199_ARATH	AT3G49520
Q9SCL4	Q9SCL4_ARATH	AT5G01430
Q9SCL7	NAGK_ARATH	AT3G57560
Q9SCM3	RS24_ARATH	AT3G57490
Q9SCN2	C71BU_ARATH	AT3G53300
Q9SCN8	CD48D_ARATH	AT3G53230
Q9SCP2	PLY12_ARATH	AT3G53190
Q9SCP3	Q9SCP3_ARATH	AT3G53180
Q9SCP9	VP371_ARATH	AT3G53120
Q9SCR0	SCL7_ARATH	AT3G50650
Q9SCR2	KRP2_ARATH	AT3G50630
Q9SCS3	PGML4_ARATH	AT3G50520
Q9SCT4	IMK2_ARATH	AT3G51740
Q9SCU2	Q9SCU2_ARATH	AT3G51660
Q9SCU5	WNK5_ARATH	AT3G51630
Q9SCU7	MYB30_ARATH	AT3G28910
Q9SCV8	BGAL4_ARATH	AT5G56870
Q9SCW1	BGAL1_ARATH	AT3G13750
Q9SCW7	ERDL1_ARATH	AT1G08890
Q9SCX3	EF1B2_ARATH	AT5G19510
Q9SCX5	AKT5_ARATH	AT4G32500
Q9SCY2	FKB13_ARATH	AT5G45680
Q9SCY3	PNSL4_ARATH	AT4G39710
Q9SCY5	KINB2_ARATH	AT4G16360
Q9SCZ4	FERON_ARATH	AT3G51550
Q9SCZ8	Q9SCZ8_ARATH	AT3G51510
Q9SD04	SSL7_ARATH	AT3G51450
Q9SD12	P2C46_ARATH	AT3G51370
Q9SD20	MS5L2_ARATH	AT3G51280
Q9SD40	SRS1_ARATH	AT3G51060
Q9SD42	RTH_ARATH	AT3G51040
Q9SD45	Q9SD45_ARATH	AT3G51000
Q9SD61	C3H42_ARATH	AT3G47120
Q9SD62	Y3471_ARATH	AT3G47110
Q9SD65	Q9SD65_ARATH	AT3G47080
Q9SD76	PHS2_ARATH	AT3G46970
Q9SD79	Q9SD79_ARATH	AT5G08050
Q9SD82	RFA1B_ARATH	AT5G08020
Q9SD85	F3PH_ARATH	AT5G07990
Q9SD88	ASTER_ARATH	AT5G07960
Q9SD96	SNP29_ARATH	AT5G07880
Q9SDA0	Q9SDA0_ARATH	AT5G07840
Q9SDA8	FBL10_ARATH	AT2G17020
Q9SDL7	HMT1_ARATH	AT3G25900
Q9SDM9	JAL28_ARATH	AT3G16400
Q9SDN0	DNJ20_ARATH	AT4G13830
Q9SDQ3	SCL1_ARATH	AT1G21450
Q9SDQ4	GLR37_ARATH	AT2G32400
Q9SDS7	VATC_ARATH	AT1G12840
Q9SDW0	TGT3A_ARATH	AT5G01380
Q9SDY5	RCE1_ARATH	AT4G36800
Q9SE33	RAR1_ARATH	AT5G51700
Q9SE37	JAL1_ARATH	AT1G05760
Q9SE45	ANXD3_ARATH	AT2G38760
Q9SE50	BGL18_ARATH	AT1G52400
Q9SE83	DRP2A_ARATH	AT1G10290
Q9SE95	FIP2_ARATH	AT5G55000
Q9SE96	GEML1_ARATH	AT1G28200
Q9SE97	FH1_ARATH	AT3G25500
Q9SEE5	GALK1_ARATH	AT3G06580
Q9SEE9	SR45_ARATH	AT1G16610
Q9SEI0	WER_ARATH	AT5G14750
Q9SEI2	PS6AA_ARATH	AT3G05530
Q9SEI3	PS10A_ARATH	AT5G43010
Q9SEI4	PRS6B_ARATH	AT5G58290
Q9SEL5	VTI12_ARATH	AT1G26670
Q9SEL6	VTI11_ARATH	AT5G39510
Q9SEU4	SRC33_ARATH	AT1G55310
Q9SEU6	TRXM4_ARATH	AT3G15360
Q9SEU8	TRXM2_ARATH	AT4G03520
Q9SEX2	KTNA1_ARATH	AT1G80350
Q9SEZ1	ZHD11_ARATH	AT1G69600
Q9SEZ7	CIPKG_ARATH	AT2G25090
Q9SEZ9	TBL30_ARATH	AT2G40160
Q9SF06	Q9SF06_ARATH	AT3G11930
Q9SF09	ANT1_ARATH	AT3G11900
Q9SF14	Q9SF14_ARATH	AT3G11850
Q9SF16	TCPH_ARATH	AT3G11830
Q9SF17	Q9SF17_ARATH	AT3G11810
Q9SF21	Q9SF21_ARATH	AT3G11770
Q9SF22	Q9SF22_ARATH	AT3G11760
Q9SF23	FOLB1_ARATH	AT3G11750
Q9SF29	SYP71_ARATH	AT3G09740
Q9SF32	IQD1_ARATH	AT3G09710
Q9SF33	TI142_ARATH	AT3G09700
Q9SF34	Q9SF34_ARATH	AT3G09690
Q9SF35	RS231_ARATH	AT3G09680
Q9SF36	Q9SF36_ARATH	AT3G09670
Q9SF38	PP222_ARATH	AT3G09650
Q9SF40	RL4A_ARATH	AT3G09630
Q9SF48	Q9SF48_ARATH	AT3G09550
Q9SF53	RL351_ARATH	AT3G09500
Q9SF85	ADK1_ARATH	AT3G09820
Q9SF92	RAC2B_ARATH	AT3G09910
Q9SFB0	DTX43_ARATH	AT3G08040
Q9SFB1	Q9SFB1_ARATH	AT3G08030
Q9SFB8	PI5K6_ARATH	AT3G07960
Q9SFC4	Q9SFC4_ARATH	AT3G07900
Q9SFC6	GDIR_ARATH	AT3G07880
Q9SFD5	TAD2A_ARATH	AT3G07740
Q9SFD8	NFYB9_ARATH	AT1G21970
Q9SFE9	GONS5_ARATH	AT1G21870
Q9SFF4	FPP2_ARATH	AT1G21810
Q9SFF5	Q9SFF5_ARATH	AT3G05900
Q9SFF7	Q9SFF7_ARATH	AT3G05920
Q9SFH9	HEM21_ARATH	AT1G69740
Q9SFT9	Q9SFT9_ARATH	AT3G07090
Q9SFU0	SC24A_ARATH	AT3G07100
Q9SFU1	R13A1_ARATH	AT3G07110
